Name,Geburtsdatum,Geburtsort,Sterbedatum,Quelle,Sterbeort,Biografie,GND,Bild,,Biolex-Link
"STELLBRINK, Karl Friedrich",28.10.1894,Münster,,11;2000,,"STELLBRINK, Karl Friedrich, geb. 28.10.1894 Münster, gest. (hingerichtet) 10.11.1943 Hamburg; ev. – Pastor, Widerstandskämpfer.",119438895,,,
"STEPHAN (Steffens, Stephani, Stephanus), Johann",1559,/60 Itzehoe,,6;1982,,"STEPHAN (Steffens, Stephani, Stephanus), Johann, geb. 1559/60 Itzehoe; gest. zwischen 19.5. u. 14. 6. 1616 Lüneburg; ev. – Organist.",124772773,,,
STÖCKEN-FAMILIE,,,1.8.1643,5;1979,),"STÖCKEN-FAMILIE. Das früheste bekannte Mitglied dieser Familie ist nach der Stammtafel in der Leichenpredigt für Christian v. St. (1685) der königliche Baumeister Hinrich Stöcken in Kopenhagen (um 1550). Er war der Vater des Baumeisters Claus St. und der Großvater des Hinrich v. St. (gest. 1.8.1643), der zunächst Handschreiber des Statthalters Gert Rantzau und Verwalter seiner Güter auf Fünen war, 1626 den Bürgereid in Rendsburg ablegte und dort als Zollverwalter und Ratsherr starb. Aus Hinrich v. St.s Ehe mit der Rendsburger Patriziertochter Abel Gude stammten 7 Kinder, von denen 1665 noch 3 Söhne lebten: Gerhard (1629–1681), später Juraprofessor in Straßburg, Heinrich (1631–1681), später Rentmeister in Kopenhagen, und Christian (1633 bis 1684), später schleswig-holsteinischer Generalsuperintendent in Rendsburg. Das Schicksal der Nachkommen Gerhard v. St.s ist unbekannt. Ein Johann Gerhard v. St. aus Straßburg, der sich 1722 in seiner Heimatstadt immatrikulierte, ist sicher sein Enkel. Die 4 überlebenden Söhne des Rentmeisters Heinrich v. St., Cai Burchard, Christoph Ernst, Hans Heinrich und Gerhard Christian, machten sich im dänischen Staatsdienst einen Namen; seine beiden Töchter heirateten Männer aus der Schicht des neuen dänischen Beamtenadels, in die v. St. aufgestiegen war. Mit Hans Heinrichs Sohn, dem Geheimrat Christian v. St. (1694–1762, s. Bricka 16, S. 543), starb diese (adlige) Linie jedoch im Mannesstamm aus. Die Karriere des Rentmeisters wirkte sich anscheinend auch auf die Kinder seines Bruders Christian vorteilhaft",,,,
"STÖKKEN, Christian von",15.8.1633,Rendsburg,4.9.1684,5;1979,ebd.,"STÖKKEN, Christian von, geb. 15.8.1633 Rendsburg, gest. 4.9.1684 ebd.; ev. – Pastor, Generalsuperintendent, Dichter.",129584673,,,
"STÖKKEN, Gerhard von",,,6.10.1681,5;1979,Straßburg,"STÖKKEN, Gerhard von, geb. 8.11. (nach Cimb. lit.) bzw. 28.11. oder 28.12. (nach Univ. Progr.) 1629 Kopenhagen, gest. 6.10.1681 Straßburg; ev. – Professor der Rechte.",122771826,,,
"STÖCKEN, Heinrich (Hinrich, Henrik) von",8.5.1631,Rendsburg,11.7.1681,5;1979,Kolding,"STÖCKEN, Heinrich (Hinrich, Henrik) von, geb. 8.5.1631 Rendsburg, gest. 11.7.1681 Kolding, begr. 22.8. Kopenhagen; ev. – Rentmeister.",1183072589,,,
"STÖKKEN, Heinrich (Hinrich) von",16.11.1657,Trittau,1.8.1690,5;1979,Rendsburg,"STÖKKEN, Heinrich (Hinrich) von, geb. 16.11.1657 Trittau, gest. 1.8.1690 Rendsburg; ev. – Pastor.",122473183,,,
"STOERMER, Curt (eigentlich Kurt Karl August Störmer)",26.4.1891,Hagen (Westfalen),,8;1987,,"STOERMER, Curt (eigentlich Kurt Karl August Störmer), geb. 26.4.1891 Hagen (Westfalen), gest. 2 9 1 . 1976 Lübeck; ev. – Maler.",117266078,,,
"STOLBERG STOLBERG, Christian Graf zu",15.10.1748,Hamburg,,1;1970,,"STOLBERG STOLBERG, Christian Graf zu, geb. 15.10.1748 Hamburg, gest. 18.1.1821 Windeby b. Eckernförde; ev. – Schriftsteller, Verwaltungsbeamter.",118755544,,,
"STOLBERG STOLBERG, Friedrich Leopold Graf zu",7.11.1750 9.7.1714,Bramstedt,5.12.1819 22.6.1765,1;1970,Sondermühlen b. Osnabrück,"STOLBERG STOLBERG, Friedrich Leopold Graf zu, geb. 7.11.1750 Bramstedt, Holstein, gest. 5.12.1819 Sondermühlen b. Osnabrück; ev., seit 1800 kath. – Schriftsteller, Diplomat, Verwaltungsbeamter. Eltern: Christian Günther, Graf zu Stolberg Stolberg, geb. 9.7.1714, gest. 22.6.1765; verh. 1745 Christiane geb. Gräfin zu Castell-Remlingen, geb.",118755552,,,
"STOLBERG STOLBERG, Henriette Katharina Gräfin zu",5.12.1751,Bramstedt,22.2.1832,1;1970,Peterswaldau,"STOLBERG STOLBERG, Henriette Katharina Gräfin zu, geb. 5.12.1751 Bramstedt, Holstein, gest. 22.2.1832 Peterswaldau, Schlesien; ev., vorübergehend (1802/03) kath.",117267813,,,
"STOLBERG STOLBERG, Friederike Luise Gräfin zu",21.8.1746,Kopenhagen,29.11.1824,1;1970,Pederstrup,"STOLBERG STOLBERG, Friederike Luise Gräfin zu, geb. 21.8.1746 Kopenhagen, gest. 29.11.1824 Pederstrup, Dänemark; ev.",117300462,,,
"STOLLE, Christian Peter Wilhelm",18.10.1810,Lübeck,11.9.1887,11;2000,ebd.,"STOLLE, Christian Peter Wilhelm, geb. 18.10.1810 Lübeck, gest. 11.9.1887 ebd.; ev. – Maler.",1155073290,,,
"STOLLEY, Ernst Theodor Otto",16.9.1869,Kiel,12.1.1944,2;1971,Braunschweig,"STOLLEY, Ernst Theodor Otto, geb. 16.9.1869 Kiel, gest. 12.1.1944 Braunschweig; ev. – Geologe.",117286966,,,
"STOLTENBERG, Theodor Karl Friedrich",25.6.1850,Wendtorf (Probstei),,9;1991,,"STOLTENBERG, Theodor Karl Friedrich, geb. 25.6.1850 Wendtorf (Probstei), gest. 9.2.1937 Schleswig; ev. – Propst.",140544526,,,
"STORM, Hans Theodor Woldsen",14.9.1817,Husum,4.7.1888,1;1970,Hademarschen,"STORM, Hans Theodor Woldsen, geb. 14.9.1817 Husum, gest. 4.7.1888 Hademarschen, Holstein, begr. auf dem St.-Jürgen-Kirchhof Husum; ev. – Dichter, Jurist.",118618725,,,
"STRACK, Ludwig Philipp",10.8.1761,Haina,,5;1979,,"STRACK, Ludwig Philipp, geb. 10.8.1761 Haina, Kr. Frankenberg/Eder, Hessen, gest. 27.1.1836 Oldenburg i. O.; ev. – Maler.",117305359,,,
"STRANDIGER, Otto Lorentzen",,,23.4.1724,7;1985,in der Nähe Hamburgs,"STRANDIGER, Otto Lorentzen, geb. ca. 1650 Flensburg, gest. 23.4.1724 in der Nähe Hamburgs; ev. – Theologe, Separatist.",1055543171,,,
"STRICKER (Stricerius), Johannes",,,,5;1979,,"STRICKER (Stricerius), Johannes, geb. um 1540 Grube (Ostholstein), begr. 24. oder 25.1.1599 (nicht 1598) Lübeck; ev. – Pastor, Dichter.",118932357,,,
"STRICKER, Martin",,,14.2.1649,7;1985,Hamburg,"STRICKER, Martin, geb. um 1577 Lübeck, gest. 14.2.1649 Hamburg, begr. Oldenkloster (Buxtehude); kath. (wahrscheinlich Konvertit). – Priester.",1035152045,,,
"STRODTMANN, Adolph Heinrich (I) (bis 1802: Hinrich)",,,,3;1974,,"STRODTMANN, Adolph Heinrich (I) (bis 1802: Hinrich), get. 7.8.1753 Preetz, gest. 10.10.1839 Hadersleben; ev. – Theologe, Pädagoge.",1055562230,,,
"STRODTMANN, Adolf (Adolph) Heinrich (II)",24.3.1829,Flensburg,,3;1974,,"STRODTMANN, Adolf (Adolph) Heinrich (II), geb. 24.3.1829 Flensburg, gest. 17.3.1879 Berlin- Steglitz; ev. – Schriftsteller, Literaturhistoriker, Übersetzer.",119156040,,,
"STRODTMANN, Johann Sigismund (Siegismund, Sigmund)",20.7.1797,Hadersleben,12.9.1888,3;1974,Wandsbek b. Hamburg,"STRODTMANN, Johann Sigismund (Siegismund, Sigmund), geb. 20.7.1797 Hadersleben, gest. 12.9.1888 Wandsbek b. Hamburg; ev. – Theologe, Philologe.",117343072,,,
"STROHMEYER, Ernst Heinrich Georg",27.6.1869,Kiel,15.12.1940,2;1971,ebd.,"STROHMEYER, Ernst Heinrich Georg, geb. 27.6.1869 Kiel, gest. 15.12.1940 ebd.; ev.-luth. – Lehrer, Stadtturnwart, Verwaltungsdirektor.",1155073568,,,
"STROMEYER, Georg Friedrich Louis",6.3.1804,Hannover,15.6.1876,6;1982,ebd.,"STROMEYER, Georg Friedrich Louis, geb. 6.3.1804 Hannover, gest. 15.6.1876 ebd.; ev. – Chirurg, Orthopäde.",118619373,,,
"STRUCK, Samuel",30.12.1671,Ratzeburg,1.3.1720,5;1979,Lübeck,"STRUCK, Samuel, geb. 30.12.1671 Ratzeburg, gest. 1.3.1720 Lübeck; ev. – Buchdrucker.",143243608,,,
"STRUENSEE, Adam",8.9.1708,Neuruppin,20.6.1791,5;1979,Rendsburg,"STRUENSEE, Adam, geb. 8.9.1708 Neuruppin, Mark Brandenburg, gest. 20.6.1791 Rendsburg; ev. – Generalsuperintendent.",117348120,,,
"STRUENSEE, Johann Friedrich",5.8.1737,Halle,28.4.1772,5;1979,Kopenhagen,"STRUENSEE, Johann Friedrich, geb. 5.8.1737 Halle, gest. 28.4.1772 Kopenhagen, begr. ebd. (Petri?); ev. – Arzt, Geheimer Kabinettsminister.",118619470,,,
STRUVE-FAMILIE,2.5.1785 13.4.1786 11.8.1817,Hannover,17.6.1838 25.1.1822 1.5.1875,3;1974,Königsberg,"STRUVE-FAMILIE. Das Geschlecht Struve war schon im 16. Jh. in Horst bei Elmshorn und Umgebung ansässig. Stammvater der Naturwissenschaftler, Mediziner, Philologen und Staatsbeamten dieses Namens ist Jacob Struve. Sein ältester Sohn Dr. Carl Struve, geb. 2.5.1785 Hannover, gest. 17.6.1838 Königsberg, seit 1814 Gymnasialdirektor in Königsberg, veröf- fentlichte u. a. Arbeiten über Herodot und Platons Dialoge. Sein Sohn Dr. med. Adolf Heinrich Struve (1809–1894) erhielt 1837 eine Professur für Chirurgie und Augenheilkunde an der Univ. Charkow. Dr. Ernst Struve, geb. 13.4.1786 Hannover, gest. 25.1.1822 Flensburg, zweiter Sohn Jacob Struves und seit 1813 Amts- und Stadtphysikus in Flensburg, förderte die Kranken-, Armen- und Gefangenenfürsorge und setzte sich für die Errichtung von Hebammendistrikten ein. Sein Sohn Theodor Struve wurde Hochschullehrer, ein anderer Sohn, Dr. phil. Ernst August Struve, geb. 11.8.1817 Flensburg, gest. 1.5.1875 Eutin, war von 1846 bis 1870 Lehrer an der Kieler Gelehrtenschule.",1084345269,,,
"STRUVE, Jacob",21.11.1755,Horst b. Elmshorn,2.4.1841,3;1974,Altona,"STRUVE, Jacob, geb. 21.11.1755 Horst b. Elmshorn, gest. 2.4.1841 Altona; ev. – Pädagoge, Mathematiker.",117352233,,,
"STRUVE, Ludwig August",18.8.1795,Altona,,3;1974,,"STRUVE, Ludwig August, geb. 18.8.1795 Altona, gest. 29. (17.) 4.1828 Dorpat (Tartu); ev. – Arzt, Kliniker.",117352381,,,
"STRUVE, Jacob Theodor (Fedor Aristowitsch)",24.5.1816,Flensburg,,3;1974,,"STRUVE, Jacob Theodor (Fedor Aristowitsch), geb. 24.5.1816 Flensburg, gest. 3.1.1886 (22.12.1885) Riga, begr. St. Petersburg (Leningrad); ev. – Altphilologe.",11735225X,,,
"STRUVE, Friedrich Georg Wilhelm (Wassilij Jakowlewitsch)",15.4.1793,Altona,,3;1974,,"STRUVE, Friedrich Georg Wilhelm (Wassilij Jakowlewitsch), geb. 15.4.1793 Altona, gest. 23.(11.)11. 1864 St. Petersburg (Leningrad), begr. Pulkowo; ev. – Astronom.",118988255,,,
"STURZ, Helferich Peter",16.2.1736,Darmstadt,12.11.1779,2;1971,Bremen,"STURZ, Helferich Peter, geb. 16.2.1736 Darmstadt, gest. 12.11.1779 Bremen; ev. – Diplomat, Schriftsteller, Maler. Der hessische Familienname lautet eigentlich Stürz; die Umlautzeichen wurden in den französisch sprechenden diplomatischen Kreisen in Kopenhagen fortgelassen.",118619756,,,
"SUADICANI, Carl Ferdinand",17.12.1753,Preetz,22.2.1824,11;2000,Schleswig,"SUADICANI, Carl Ferdinand, geb. 17.12.1753 Preetz, gest. 22.2.1824 Schleswig; ev. – Arzt.",122740440,,,
"SUCKAU, Johannes Albrecht",2.1.1828,Lübeck,8.4.1891,12;2006,ebd.,"SUCKAU, Johannes Albrecht, geb. 2.1.1828 Lübeck, gest. 8.4.1891 ebd.; ev. – Kaufmann.",116081676X,,,
"SÜERSEN, Johann Friedrich Hermann",9.7.1771,Kiel,24.6.1845,6;1982,ebd.,"SÜERSEN, Johann Friedrich Hermann, geb. 9.7.1771 Kiel, gest. 24.6.1845 ebd.; ev. – Apotheker, Dozent.",117678546,,,
"SUHL, Lud(e)wig",11.11.1753,Lübeck,3.1.1819,7;1985,ebd.,"SUHL, Lud(e)wig, geb. 11.11.1753 Lübeck, gest. 3.1.1819 ebd.; ev. – Lehrer, Pastor, Jurist.",140292179,,,
"SURIUS, Laurentius",,,23.5.1578,12;2006,Köln,"SURIUS, Laurentius, geb. um 1523 (?) Lübeck, gest. 23.5.1578 Köln; kath. – Kartäuser, theologischer Schriftsteller.",118799452,,,
"SVENDSEN, Nicolai Thomsen",10.8.1873,Hjemsted,,2;1971,,"SVENDSEN, Nicolai Thomsen, geb. 10.8.1873 Hjemsted, Ksp. Scherrebek, gest. 14.7.1966 Tondern; ev. – Redakteur, Grenzpolitiker, Amtsschulkonsulent.",1155073665,,,
"SWYN (Swin, Schwin), Markus (Marx)",1523,/24 Lunden/Dithmarsehen (?,11.6.1585,5;1979,Lehe b. Lunden (?),"SWYN (Swin, Schwin), Markus (Marx), geb. 1523/24 Lunden/Dithmarsehen (?), gest. 11.6.1585 Lehe b. Lunden (?); ev. – Bauer, Landvogt d. Dithmarscher Norderdrittenteils.",119531895,,,
"SWYN (Swin), Peter",1481,/82 in Dithmarschen,,5;1979,,"SWYN (Swin), Peter, geb. 1481/82 in Dithmarschen, ermordet 14.8.1537 b. Lunden/Dithmarschen; kath., später ev. – Bauer, Regent d. Dithmarscher Freistaats.",119371987,,,
"SZYMANOWSKI (seit 1941: Biberstein), Ernst Emil Heinrich",15.2.1899,Hilchenbach,,13;2011,,"SZYMANOWSKI (seit 1941: Biberstein), Ernst Emil Heinrich, geb. 15.2.1899 Hilchenbach, Kr. Siegen, gest. 8. 12. 1986 Neumünster; ev. – Pastor, Propst, SS-Sturmbannführer.",128951249,,,
"TAST, Hermann (Härmen)",1490,Husum,11.5.1551,10;1994,ebd.,"TAST, Hermann (Härmen), geb. 1490 Husum, gest. 11.5.1551 ebd.; ev. – Pastor, Reformator.",119123576,,,
TESDORPF-FAMILIE,,,,8;1987,,"TESDORPF-FAMILIE. Als erster der später vornehmlich in Lübeck ansässigen Familie ist der Hamburger Kaufmann und Vogt auf der Elbinsel Neuwerk Peter T. (1566–1628) sicher nachweisbar. Er war vermutlich der Sohn des 1541 bis 1544 als Hamburger Kurier und Regent zu Otterndorf im Land Hadeln erwähnten Nicolaus T. Die Schreibweise des Familiennamens blieb bis in das 18. Jh. schwankend: Tesdorp, Testorp, Teßdorp, Testoerff, Teßdorff u.a. Die Herkunft der Familie aus einem der norddeutschen Orte gleichen Namens läßt sich nicht nachweisen. Der jüngste der drei Söhne Peter T.s, Johann (1598–1651), kam in den Dienst von Johann Friedrich aus dem Haus Gottorf, Erzbischof von Bremen und Bischof von Lübeck. Er folgte diesem 1626 auf seinen Stiftshof Kaltenhof bei Lübeck und wurde 1633 Amtsschreiber des gleichnamigen Amtes mit Sitz in Schwartau. 1645 heiratete Johann in zweiter Ehe die Lübeckerin Christina Holtermann. Sie hatten zwei Kinder, Johanna Felicitas (1647–1681) und Peter Hinrich (1648–1723). Peter Hinrich wurde Kaufmann, betrieb eine florierende Weinhandlung in Lübeck und wurde 1715 zum Bürgermeister gewählt.",1177730057,,,
"TESDORPF, Johann Matthäus",30.11.1749,Lübeck,,8;1987,,"TESDORPF, Johann Matthäus, geb. 30.11.1749 Lübeck, gest. 2 5 . 1 .1824 ebd.; ev. – Bürgermeister von Lübeck.",100880266,,,
"TESDORPF, Peter Hinrich",21.11.1648,Schwartau b. Lübeck,27.12.1723,8;1987,Lübeck,"TESDORPF, Peter Hinrich, geb. 21.11.1648 Schwartau b. Lübeck, gest. 27.12.1723 Lübeck; ev. – Kaufmann, Bürgermeister von Lübeck.",1019800151,,,
"TESDORPF, Peter Hinrich",6.5.1712,Lübeck,7.7.1778,8;1987,ebd.,"TESDORPF, Peter Hinrich, geb. 6.5.1712 Lübeck, gest. 7.7.1778 ebd.; ev. – Kaufmann, Naturforscher.",115412352,,,
"TESDORPF, Peter Hinrich",21.6.1751,Lübeck,6.5.1832,8;1987,ebd.,"TESDORPF, Peter Hinrich, geb. 21.6.1751 Lübeck, gest. 6.5.1832 ebd.; ev. – Kaufmann, Bürgermeister von Lübeck.",1144327490,,,
"TESSMANN, Günther Theodor",2.4.1884,Lübeck,15.11.1969,8;1987,Curitiba (Brasilien),"TESSMANN, Günther Theodor, geb. 2.4.1884 Lübeck, gest. 15.11.1969 Curitiba (Brasilien); ev. – Ethnologe, Naturforscher.",119392569,,,
"TETENS, Johann Nicolaus",16.9.1736,Tetenbüll,15.8.1807,4;1976,Kopenhagen,"TETENS, Johann Nicolaus, geb. 16.9.1736 Tetenbüll, Eiderstedt, gest. 15.8.1807 Kopenhagen; ev. – Philosoph, Mathematiker, Physiker.",118756532,,,
"TETING, Nicolaus Knutzen",1593,/94 Husum,,4;1976,,"TETING, Nicolaus Knutzen, geb. 1593/94 Husum, gest. zw. 1636 u. 1642; ev. – Arzt, Laientheologe.",121392309,,,
"THEGEN, Christoph Carl Christian, (gen. Krischan, Ps. als naiver Maler: Carl Christian)",16.11.1883,Bad Oldesloe,,4;1976,,"THEGEN, Christoph Carl Christian, (gen. Krischan, Ps. als naiver Maler: Carl Christian), geb. 16.11.1883 Bad Oldesloe, gest. in d. Nacht vom 7. zum 8.9.1955 ebd.; ev. – Ungelernter Arbeiter, naiver Maler.",123304563,,,
"THEOPHILUS, Nicolaus (Johannis)",1541,Flensburg,2.11.1604,5;1979,Kopenhagen,"THEOPHILUS, Nicolaus (Johannis), geb. 1541 Flensburg, gest. 2.11.1604 Kopenhagen; ev. – Landgräflich Hessischer Rat, Professor an d. Univ. Kopenhagen, Diplomat, Dichter.",,,,
"THIBAUT, Anton Friedrich Justus",4.1.1772,Hameln,28.3.1840,5;1979,Heidelberg,"THIBAUT, Anton Friedrich Justus, geb. 4.1.1772 Hameln, gest. 28.3.1840 Heidelberg; ev. – Jurist, Musikwissenschaftler.",118621874,,,
"THIENEMANN, August",7.9.1882,Gotha,22.4.1960,10;1994,Plön,"THIENEMANN, August, geb. 7.9.1882 Gotha, gest. 22.4.1960 Plön; ev. – Zoologe, Limnologe, Ökologe.",118757008,,,
"THÖL, Johann Heinrich",6.6.1807,Lübeck,16.5.1884,12;2006,Göttingen,"THÖL, Johann Heinrich, geb. 6.6.1807 Lübeck, gest. 16.5.1884 Göttingen; ev. – Jurist.",118757164,,,
"THOMAS, Kurt Georg Hugo",25.5.1904,Tönning,31.3.1973,8;1987,Bad Oeynhausen,"THOMAS, Kurt Georg Hugo, geb. 25.5.1904 Tönning, gest. 31.3.1973 Bad Oeynhausen; ev. – Chorleiter, Komponist.",118757288,,,
"THOMSEN, Asmus Julius Thomas",,,3.2.1896,8;1987,Kappeln,"THOMSEN, Asmus Julius Thomas, geb. 19.61815 Brunsholm, Ksp. Esgrus (Angeln), gest. 3.2.1896 Kappeln, begr. Gelting; ev. – Arzt.",121216039,,,
"THOMSEN, Gustav Adolph Dierks",26.6.1833,Zennhusen,21.2.1915,7;1985,Heide,"THOMSEN, Gustav Adolph Dierks, geb. 26.6.1833 Zennhusen, Ksp. Hemme, Kr. Dithmarschen, gest. 21.2.1915 Heide, begr. Hemme; ev. – Bauer, Unternehmer, Bankdirektor.",133562476,,,
"THOMSEN, Johann Hinrich",1740,(nicht 1749,,6;1982,,"THOMSEN, Johann Hinrich, geb. 1740 (nicht 1749) in der Landschaft Angeln, begr. 26.4.1776 Basedow, Mecklenburg; ev. – Dorfschullehrer, Dichter.",138623147,,,
"VON THÜNEN, Johann Heinrich",24.6.1783,Canarienhausen (Jever),,4;1976,,"VON THÜNEN, Johann Heinrich, geb. 24.6.1783 Canarienhausen (Jever), gest. 22.9.1850 Gut Tellow, Kr. Güstrow; ev. – Gutsbesitzer u. Agrarwissenschaftler.",118622366,,,
"TIEDEMANN, Heinrich",23.10.1800,Hademarschen,4.5.1851,13;2011,Rendsburg,"TIEDEMANN, Heinrich, geb. 23.10.1800 Hademarschen, gest. 4.5.1851 Rendsburg; ev. – Landmesser, Landinspektor, Gutsbesitzer, Politiker.",,,,
"TIEDEMANN, Johannes",,,17.4.1561,4;1976,Lübeck,"TIEDEMANN, Johannes, geb. um 1500 Stadthagen, gest. 17.4.1561 Lübeck. – Als Johannes IX. letzter katholischer Bischof von Lübeck.",1033832383,,,
"TISCHBEIN, Peter Friedrich Ludwig",6.12.1813,Eutin,5.10.1883,4;1976,ebd.,"TISCHBEIN, Peter Friedrich Ludwig, geb. 6.12.1813 Eutin, gest. 5.10.1883 ebd.; ev. – Forstmann, Hymenopterologe.",1115681915,,,
"TISCHBEIN, Johann Heinrich Wilhelm",15.2.1751,Haina,,4;1976,,"TISCHBEIN, Johann Heinrich Wilhelm, geb. 15.2.1751 Haina, Hessen-Kassel, gest. 26.7.1829 Eutin; ev. – Maler.",118622897,,,
"TISCHLER, Georg Friedrich Leopold",22.6.1878,Losgehnen/Bartenstein,6.1.1955,1;1970,Kiel,"TISCHLER, Georg Friedrich Leopold, geb. 22.6.1878 Losgehnen/Bartenstein, Ostpr., gest. 6.1.1955 Kiel; ev. – O. Prof. der Botanik an der Univ. Kiel.",117400793,,,
"TITKEN, Gewert",,,,5;1979,,"TITKEN, Gewert, geb. um 1602 (er selbst gibt 1631 sein Alter mit 29 Jahren an), gest. kurz vor d. 20.3.1651 Glückstadt; ev. – Zimmermann, seit 1630 kgl. Baumeister in Glückstadt.",1162629886,,,
"TOBIESEN, Ludolph Hermann",14.9.1771,Husum,3.5.1839,11;2000,Kronstadt b. St,"TOBIESEN, Ludolph Hermann, geb. 14.9.1771 Husum, gest. 3.5.1839 Kronstadt b. St. Petersburg; ev. – Mathematiker, Navigationslehrer, Übersetzer.",104361859,,,
"TÖNNIES, Ferdinand Julius",26.7.1855,auf dem Marschhof „Die Riep“ im Ksp,9.4.1936,6;1982,Kiel,"TÖNNIES, Ferdinand Julius, geb. 26.7.1855 auf dem Marschhof „Die Riep“ im Ksp. Oldenswort (Eiderstedt), gest. 9.4.1936 Kiel; ev. – Professor für Staatswissenschaften, Soziologe.",118623095,,,
"TONNESEN, Hans",1.1.1854,Bastrup,25.3.1935,9;1991,Sonderburg,"TONNESEN, Hans, geb. 1.1.1854 Bastrup, Ksp. Vamdrup b. Kolding, gest. 25.3.1935 Sonderburg, begr. Hoptrup b. Hadersleben; ev. – Pastor.",1156835259,,,
"TONNESEN, Johannes Jacob",3.2.1882,Apenrade,10.3.1971,9;1991,Flensburg,"TONNESEN, Johannes Jacob, geb. 3.2.1882 Apenrade, gest. 10.3.1971 Flensburg, begr. Adelby b. Flensburg; ev. – Pastor.",141537353,,,
"TOOSBÜY, Wilhelm Friedrich Christian",1.3.1831,Eckernförde,19.9.1898,11;2000,Flensburg,"TOOSBÜY, Wilhelm Friedrich Christian, geb. 1.3.1831 Eckernförde, gest. 19.9.1898 Flensburg; ev. – Jurist, Oberbürgermeister von Flensburg.",1154657906,,,
"TRAPP, Ernst Christian",8.11.1745,auf Schloß Friedrichsruhe b. Drage,18.4.1818,1;1970,Wolfenbüttel,"TRAPP, Ernst Christian, geb. 8.11.1745 auf Schloß Friedrichsruhe b. Drage, Ksp. Hohenaspe, gest. 18.4.1818 Wolfenbüttel; ev. – Jugendschriftsteller, Pädagoge, Schulreformer im Kreise der Philanthropen.",118623621,,,
"TREDE, Paul",19.8.1829,Arentsee b. Brokdorf,29.6.1908,8;1987,in Bremen,"TREDE, Paul, geb. 19.8.1829 Arentsee b. Brokdorf, Kr. Steinburg, gest. 29.6.1908 in Bremen; ev. – Buchdrucker, Schriftsteller.",118760793,,,
"TRENDELENBURG, Friedrich Adolf",30.11.1802,Eutin,24.1.1872,6;1982,Berlin,"TRENDELENBURG, Friedrich Adolf, geb. 30.11.1802 Eutin, gest. 24.1.1872 Berlin; ev. – Prof. d. Philosophie.",11862380X,,,
"TSCHIRSCHNITZ, Adolf Friedrich Traugott von",12.11.1837,Nienburg a. d. Weser,19.9.1911,2;1971,Flensburg,"TSCHIRSCHNITZ, Adolf Friedrich Traugott von, geb. 12.11.1837 Nienburg a. d. Weser, gest. 19.9.1911 Flensburg; ev. – Landrat d. Kreises Sonderburg, Geh. Regierungsrat.",1030348014,,,
"TÜRK, Immanuel Karl Friedrich",12.3.1800,Muchow,27.2.1887,8;1987,Lübeck,"TÜRK, Immanuel Karl Friedrich, geb. 12.3.1800 Muchow, Kr. Ludwigslust, Mecklenburg, gest. 27.2.1887 Lübeck; ev. – Jurist, Historiker, Politiker.",117438103,,,
"TUNDER, Franz",1614,Lübeck (?,5.11.1667,13;2011,ebd.,"TUNDER, Franz, geb. 1614 Lübeck (?), gest. 5.11.1667 ebd.; ev. – Organist, Komponist.",119417804,,,
"TUXEN, Lorenz",31.8.1618,auf „Seegaard“,,1;1970,,"TUXEN, Lorenz, geb. 31.8.1618 auf „Seegaard“, Husby Gern., Angeln, gest. 11.3.1682 Asminderød; ev. – Reitvogt, Vizepräsident am Hofgericht, Leiter des Guerillakrieges auf Nordseeland im Dänisch-Schwedischen Krieg von 1658 bis 1660.",115465835X,,,
"TWESTEN, August Detlev Christian",11.4.1789,Glückstadt,8.1.1876,8;1987,Berlin,"TWESTEN, August Detlev Christian, geb. 11.4.1789 Glückstadt, gest. 8.1.1876 Berlin; ev. – Theologe, Philosoph.",117439312,,,
"TWESTEN, Karl",22.4.1820,Kiel,14.10.1870,8;1987,Berlin,"TWESTEN, Karl, geb. 22.4.1820 Kiel, gest. 14.10.1870 Berlin; ev. – Richter, Politiker.",117439339,,,
"UKERT, Friedrich August",28.10.1780,Eutin,18.5.1851,5;1979,Gotha,"UKERT, Friedrich August, geb. 28.10.1780 Eutin, gest. 18.5.1851 Gotha; ev. – Gymnasialprofessor, Bibliothekar, Historiker.",117280607,,,
"UNZER, Johann August",1.5.1727,(nicht 29.4. oder 2.5.) Halle/Saale,2.4.1799,6;1982,Altona,"UNZER, Johann August, geb. 1.5.1727 (nicht 29.4. oder 2.5.) Halle/Saale, gest. 2.4.1799 Altona; ev. – Arzt.",118963600,,,
"UNZER, Johann Christoph",17.5.1747,Wernigerode,20.8.1809,6;1982,Göttingen,"UNZER, Johann Christoph, geb. 17.5.1747 Wernigerode, gest. 20.8.1809 Göttingen, begr. ebd.; ev. – Arzt, Schriftsteller.",117311251,,,
